# ID,H_Eisenberg,uH_Eisenberg,H_GRAVY,uH_GRAVY,Z3_1,Z3_2,Z3_3, Z5_1,Z5_2,Z5_3, Z5_4,Z5_5,S_AASI, uS_AASI, modlas_ABHPRK, H_argos, uH_argos, B_Builkiness, uB_Builkiness, charge_phys, charge_acid, Ez, flexibility, u_flexibility, Grantham, H_HoppWoods, uH-HoppWoods, ISAECI, H_Janin, uH_Janin, H_KyteDoolittle, uH_KyteDoolittle, F_Levitt, uF_Levitt, MSS_shape, u_MSS_shape, MSW, pepArc, pepcats, polarity, u_polarity, PPCALI, refractivity, u_refractivity, t_scale, TM_tend, u_TM_tend,Length,BomanIndex,Aromaticity,AliphaticIndex,InstabilityIndex, NetCharge, MW, IsoelectricPoint, HydrophobicRatio
AP00063,0.8914179104477612,0.3099307699726874,0.8601410203235172,0.611335611039065,0.3640209260078624,0.5341891869390745,0.11679822053692461,0.429955547579804,0.29639118143503623,0.19150379114630692,0.03601031708304723,0.15194084193761603,0.5297414472647015,0.06336770434572314,0.0,0.5846394984326018,0.5079858497903008,0.4508880088800885,0.357824667441931,0.3208695652173913,0.3208695652173913,0.6697780646442577,0.6667810177244139,0.3727743368910917,0.1483229670786627,0.4656021897810219,0.31937971355438377,0.3935569976546372,0.8648555038424073,0.3358742906315305,0.8619704059693943,0.6085249703525418,0.4147645311837081,0.2809404092220971,0.22041156039555906,0.2188013256559838,0.08337375370520074,0.0,0.3333333333333333,0.3503072196620585,0.42727075919487995,0.2826670982626801,0.10123161440070146,0.13415357252855584,0.09662688653602215,0.7335573122529644,0.43572923068376046,0.1875,0.09350750706109705,0.0,0.6745562130177516,0.18900471776558223,0.19793569096242183,0.14612517538660083,0.7663171509076632,0.715
AP00066,0.8151668129938543,0.3268550615750774,0.7900065874545588,0.5248953923037,0.28403162262609033,0.2539597186594305,0.1859096688175662,0.3262341184671753,0.20436530295619168,0.20468456739301796,0.1396332578349039,0.11345099888148413,0.6500171564763373,0.19076778276207446,0.5,0.5622349253180896,0.5088107777313958,0.5737822084103193,0.18917493571439764,0.39176470588235296,0.4373401534526854,0.498205299695967,0.4788618706487742,0.16713615314012228,0.28024485560191503,0.49463288965221125,0.3066650616287223,0.4468499206736208,0.7592367393975666,0.4257382551764658,0.7926855578452452,0.4986623014649954,0.6724899548279222,0.15352145213478888,0.4407776639746472,0.16981592849373855,0.18563253919190956,1.0,0.3333333333333333,0.41781874039938566,0.537196926380792,0.3584085241633757,0.1861383719885951,0.1350775963717351,0.24165579146826088,0.6626830969541966,0.4594181131339093,0.15625,0.1592353903059663,0.0,0.5701357466063348,0.08423860576975058,0.2267419336985998,0.13561042040262009,0.792600120097926,0.7647058823529411
AP00067,0.7821773485513609,0.4252136346336893,0.7416985873569669,0.706344377276795,0.3147503252436054,0.25147580386867785,0.20784468057959316,0.3720741182166782,0.193031336528854,0.22645727781386646,0.15044796770448526,0.11142601944643751,0.6820255770604001,0.22320419068800082,0.5,0.46763783883459337,0.5823216260206057,0.5181316519047542,0.2717352204718915,0.3411253196930946,0.38670076726342717,0.49554172495670223,0.5573605085258804,0.2055048728563642,0.24380900138904874,0.54293688278231,0.4446743471405681,0.37998158130170656,0.7298981937184442,0.49491017275492427,0.7436746293306752,0.6819755679749412,0.6252714068232297,0.13652079848616042,0.423364892884291,0.1740810290355636,0.12476421449743998,1.0,0.3333333333333333,0.5059184964308306,0.7286262504700732,0.35057269838188865,0.16098498367188466,0.14335361908334784,0.2563181476478862,0.594605905603348,0.613559100486561,0.15625,0.20606161299066977,0.0,0.5701357466063348,0.12424410459507178,0.1990702307820023,0.13278360107145268,0.7391565430273915,0.6882352941176471
AP00068,0.827019315188762,0.3757236992512257,0.8110864420425989,0.6071588571597496,0.37966276326052883,0.23125138961124195,0.20169525966850457,0.43256474932190864,0.18143341172896996,0.22991996832927314,0.15254773540959185,0.11921197248522697,0.6901633111071951,0.21180205668229354,0.5,0.5630647243223308,0.5864153681416289,0.5816387575640461,0.21776878278412937,0.3411253196930946,0.38670076726342717,0.5623413756545756,0.5041536340093499,0.24124911685928097,0.30312330369786733,0.5139544869042508,0.40517739103025063,0.46848804739562067,0.7764272935064274,0.4690372283774913,0.8151823774912774,0.5796093417048641,0.7131198682273078,0.10309818039710783,0.4392952988997574,0.17194391770448392,0.1617924453532423,1.0,0.3333333333333333,0.428932863467968,0.6589595988481237,0.3584454979373087,0.2020395350851147,0.10811071046718733,0.31962423841886545,0.653475935828877,0.5649783447314795,0.15625,0.15396252153306692,0.0,0.65158371040724,0.11200458441391944,0.1990702307820023,0.13805270226670768,0.7391565430273915,0.8411764705882353
AP00069,0.8084503950834065,0.3633099564084918,0.7847366238075488,0.6516880925595234,0.414524715383376,0.2578809934483809,0.21446991140491228,0.46046062016228,0.19833974244566369,0.2474272486802721,0.14354695556984742,0.11813631827156461,0.7069812948039064,0.2231755786035078,0.5,0.4609994468006638,0.5580353487833047,0.6157773342439308,0.20105416576449922,0.3411253196930946,0.38670076726342717,0.5364766630548753,0.557427773853967,0.2522827211730113,0.3078228575264943,0.5187848862172606,0.391609340860838,0.4449879640312134,0.756486250740149,0.4071790628585955,0.7892039071857403,0.6270810312198699,0.6087998203099647,0.08460043395591936,0.47473020331107635,0.15850433090562305,0.16331415347060405,1.0,0.3333333333333333,0.4701364416734437,0.6823776629998187,0.35279188894252994,0.20193399645753712,0.06932732950573049,0.33591698607010173,0.6264124622180888,0.5479542847738306,0.15625,0.18056296399933544,0.0,0.6912634876435781,0.20791686682287866,0.1990702307820023,0.13908063656895037,0.7391565430273915,0.7647058823529411
AP00070,0.8949736611062334,0.22020931527327658,0.8567594603166858,0.4655285735715597,0.42336016131329557,0.46563215925263174,0.06134997134414891,0.5110312152618791,0.2787491784295654,0.15264424816842656,0.10310351362855391,0.1558752469353608,0.6147536422735576,0.17852723834981776,0.0,0.672321593214088,0.48634379994436144,0.4765106474594155,0.22247326330221212,0.29048593350383634,0.3360613810741688,0.7136744772880604,0.5603201829616924,0.38930104917914116,0.19861417808030274,0.42893945899527697,0.23349672730831167,0.4035473807829044,0.8963027574922166,0.2272391505514582,0.8550874504348345,0.44516804783969866,0.5593850607701719,0.18340684538273247,0.27430445271598897,0.15569768344955978,0.1382059695341354,0.0,0.3333333333333333,0.3508629258154877,0.47211322040368886,0.19801115250147902,0.1337032316857917,0.07627629537190454,0.1801252640122554,0.7638223668914206,0.3410050189264207,0.15625,0.1016273314736925,0.0,0.7330316742081447,0.16096266513852872,0.17142619956832142,0.1257437517351081,0.7016490369070165,0.7647058823529411
AP00071,0.8060634328358209,0.34400070115815623,0.8002903359601826,0.5195405904780428,0.27652609872532025,0.11536228083320847,0.3412896817048128,0.29805474974609175,0.1478654870840769,0.3576327635172651,0.05751531717107694,0.38354478400374187,0.3592740028377736,0.19761365616718682,0.5,0.5056818181818181,0.2670393624318126,0.5816270662706626,0.15694131544808854,0.3710869565217391,0.3710869565217391,0.569634079737848,0.515770916714313,0.07330758545409935,0.2511892438679843,0.48791058394160586,0.29568646530460535,0.46563395993444034,0.7920229462062994,0.37114299180901855,0.8055520424939928,0.52000322344883,0.5387498232216096,0.14008978675847192,0.5417895837125117,0.07511160307143336,0.22644390550615287,1.0,0.3333333333333333,0.3637992831541219,0.3067540342300971,0.39822495230576455,0.26227720961367135,0.028581361710640636,0.22983452271034138,0.6521739130434783,0.39837307929598753,0.22916666666666666,0.18621785342649028,0.08333333333333333,0.41863905325443784,0.22103038100989947,0.24472854059438817,0.21204990358426434,0.7386484364173865,0.8125
AP00072,0.7814730694354316,0.24650619784578037,0.7451355201702343,0.4151257955355499,0.11543491222529362,0.14533150029211378,0.243863321435068,0.1823493134146741,0.18841180016811587,0.2788503243657047,0.12898037855841,0.4107274303888511,0.575975570467958,0.1590110700496062,0.0,0.4151560583344691,0.19245711083043493,0.45462454624546245,0.17330339680773169,0.268468809073724,0.30215500945179585,0.3275170914617164,0.4677455440375868,0.1443447749939789,0.17003670919722524,0.4934147889558871,0.24707875388960737,0.3119050177883304,0.8145056165498809,0.2383818110861145,0.7484837320810951,0.4213789520590954,0.620353802733762,0.09914132530291793,0.4835037548567827,0.09709759822521105,0.20312115567115394,1.0,0.3333333333333333,0.4496092967341214,0.27434451451244807,0.39998266097831325,0.22028243354776045,0.06033015213720514,0.23573676156045564,0.6193160336827633,0.2970797146102268,0.21875,0.22955513472637848,0.08695652173913042,0.3164394134293799,0.17995971423211013,0.1628756433670928,0.19606627550139932,0.5189154233451891,0.7913043478260869
AP00073,0.8045242537313433,0.28196395197764873,0.7772708419742846,0.42637713918368286,0.3739728672784451,0.15428780158849092,0.32865283721559574,0.41541736538608043,0.1586836010175797,0.34824664340428624,0.03432168700153172,0.439313770386529,0.28203334384360684,0.13596234977168772,0.5,0.6093260188087773,0.3307744069069481,0.560559355593556,0.17963951426548166,0.3710869565217391,0.3710869565217391,0.677225559803386,0.484086144463503,0.1907941285297553,0.2683827757969335,0.47764598540145986,0.22484257921678463,0.4946680705117126,0.781632211278277,0.3211775566411637,0.7770962438345772,0.4258058156885627,0.6056427662282561,0.2354512279234777,0.46521921575764924,0.09840608246279207,0.2796191502739603,1.0,0.3333333333333333,0.361431131592422,0.24520823089173113,0.29250516472125593,0.2766803095517768,0.1049676079292411,0.2342245750889516,0.6525691699604742,0.3009857780069075,0.22916666666666666,0.17880370150141225,0.125,0.448224852071006,0.1647439656656368,0.24472854059438817,0.21458316138568545,0.7386484364173865,0.8125
AP00074,0.8367070895522388,0.2035775198327246,0.8276648693488179,0.35683532375343985,0.2695551864308026,0.19563393942421378,0.3294675719091028,0.28744985980987187,0.19051259836087261,0.3257074345497296,0.026238358069684328,0.4047141016993505,0.36004256660886014,0.1575662194132715,0.0,0.5276253918495297,0.3587471578956125,0.5686419364193642,0.17673308414521224,0.3710869565217391,0.3710869565217391,0.5028548731443325,0.4760815704211931,0.1733567629417963,0.2191135746326101,0.48380474452554745,0.21788630633884326,0.48075925439292955,0.7967312479705596,0.2779552312457282,0.8315416719362592,0.35547717565321896,0.5838636685051612,0.21988017650933123,0.43759605856539097,0.0949149748474404,0.18997574777687953,1.0,0.3333333333333333,0.3613671274961599,0.21366594679502957,0.38457786267207145,0.22904791257546286,0.0670618887483581,0.18046027595847677,0.6512845849802371,0.2914240379488421,0.22916666666666666,0.1310855507655716,0.08333333333333333,0.4763313609467456,0.21075749751274267,0.24472854059438817,0.200782955798825,0.7243290683172433,0.8666666666666666
AP00075,0.7743894165535957,0.06308887514751563,0.7173183514950418,0.16118384843376515,0.2104968210885399,0.3462813862184461,0.2233137354481258,0.28124591454819137,0.22979382199214649,0.2419253030628801,0.060582319257648024,0.2836055114714313,0.5982973356455932,0.09519395297800064,0.0,0.5236534625249358,0.202364007083796,0.33595154133359517,0.12573969474278823,0.30782608695652175,0.30782608695652175,0.5271923845976773,0.5713741185439298,0.25518101102922797,0.11192310981741822,0.5290311877903119,0.07111418370025677,0.2573117621451206,0.7664741363193578,0.049923221773288194,0.7145797164767699,0.15481753376575255,0.5835101117239421,0.08856744396907547,0.29410007372150165,0.023773178025799965,0.08739782628222399,1.0,0.3333333333333333,0.49373923567471983,0.17065296588993034,0.2792646844542396,0.12773123406947234,0.01852108271483409,0.12917468453464723,0.59899389148401,0.11003571047977209,0.3229166666666667,0.21284646674865199,0.030303030303030307,0.378698224852071,0.22220657325559776,0.2170568376777907,0.26855721542351646,0.6702388101067024,0.6303030303030304
AP00076,0.7529172320217097,0.10217834834506356,0.6815730930206253,0.1958797196773359,0.2106044233959506,0.3410305664164499,0.21873096999143668,0.2641913219925368,0.2278560229766104,0.24522194519940818,0.056174697911348194,0.33031374229063304,0.6550313158385049,0.10027053450523213,0.0,0.445283556568823,0.2632315119071738,0.3116676621311667,0.10961900901530931,0.30782608695652175,0.30782608695652175,0.4599934100951926,0.6075159831592079,0.3250831219976262,0.09945893861241509,0.5444591904445919,0.06103890031383627,0.20871582223685956,0.750769957394051,0.08782873165243411,0.6802258068224935,0.18786634753820514,0.593126856173101,0.164829574441227,0.28362141710743294,0.10008173751958861,0.0883123882315475,1.0,0.3333333333333333,0.5557417492901366,0.18541807390923476,0.2594769366358413,0.11721094534825663,0.03734530500935742,0.15755865627723561,0.5615522817103844,0.12208864350974434,0.3229166666666667,0.2360568671702907,0.0,0.3894566971490048,0.1661875165275633,0.2170568376777907,0.2677093572034185,0.6702388101067024,0.6303030303030304
AP00077,0.74263907734057,0.19504595501699135,0.6675464726066137,0.28453185621019833,0.21644566900629753,0.39817829627510454,0.2515243695491062,0.2755477756881836,0.24090891832092437,0.25770924504964005,0.07033067696987834,0.28799257283963575,0.6871712553566565,0.08696597847655185,0.0,0.4749216300940438,0.33242919088293305,0.3270859981327083,0.08374725233353277,0.33391304347826084,0.33391304347826084,0.5004355656259734,0.6031498518634025,0.279972483497414,0.13547339587135368,0.5534173855341739,0.16192258361041675,0.243336931199925,0.7250292731405407,0.22506259398071995,0.6653253158881085,0.2725860672912357,0.5993494555225571,0.12290908311017576,0.27292536479274293,0.09942743839228607,0.11640250524648257,1.0,0.3333333333333333,0.5402411208862823,0.27459911623468186,0.2523297163956419,0.14134146120278301,0.04765260088022168,0.17195774044255754,0.55199425080848,0.2534206890572903,0.3229166666666667,0.232833763530954,0.0,0.3679397525551372,0.19774325987071836,0.2447008688914716,0.2746676095650412,0.7136126379971361,0.5909090909090908
AP00078,0.7375329236172081,0.15323930863168647,0.6622099690145657,0.23338144436745623,0.2734864899262004,0.32379092803013615,0.24778330284781747,0.3320330966363801,0.20594580447303854,0.26442039781322046,0.06602306585762177,0.291252553285423,0.6454057738498208,0.1037643484990881,0.0,0.46985063617923656,0.21660620941490932,0.37423521294036466,0.06325598165084743,0.330997442455243,0.330997442455243,0.5439066346959828,0.6050516261393065,0.20768486950150175,0.16781726802393385,0.543902962644912,0.13994207694713656,0.2632938537906502,0.7166041652075918,0.16844261370839644,0.6594454652988047,0.2220207186298225,0.5829943347725172,0.1310494617019794,0.34178685883138055,0.09077982755624592,0.1497455894241286,1.0,0.3333333333333333,0.5393964037227796,0.23756765677689132,0.2526330377041585,0.1648547357062229,0.05372815791415982,0.209472310501254,0.5549174610555685,0.20502313538706562,0.3333333333333333,0.24643447389361575,0.029411764705882356,0.3873999303863557,0.18572282522230857,0.2447008688914716,0.29362999617338326,0.7136126379971361,0.5735294117647058
AP00079,0.7242022645393721,0.17773083748727958,0.6457186172571118,0.32438103210249064,0.29014692610680287,0.27303630516526567,0.2509946733492123,0.35485579826092445,0.17385829654527288,0.27854007436779915,0.06438068664394891,0.3564496201301204,0.6524678304076716,0.08660756704412986,0.0,0.4578423954167117,0.3535183805608059,0.3537956069215864,0.10527067449999973,0.3179010494752623,0.3179010494752623,0.5520254618731057,0.628970249009286,0.2766808644299792,0.15729015618178507,0.5527309338031714,0.12139740541212582,0.2296353428784073,0.7169756392504041,0.11231777616437637,0.642817581976686,0.31625133720977233,0.6123213319093527,0.14216719736993638,0.34926345220885846,0.04989717621640462,0.13710404296639067,1.0,0.3333333333333333,0.5690449706022567,0.302030351902704,0.20591287097093486,0.16346878221527888,0.013523437839819411,0.23591322462458222,0.5356685293716777,0.22485221708293188,0.28125,0.2615732790658335,0.0,0.4186900632523975,0.22676754735044843,0.2170568376777907,0.24489409275418864,0.6702388101067024,0.5827586206896551
AP00080,0.7167180402336146,0.02730343434749395,0.6477557571276576,0.04631021676320967,0.3293708486477515,0.48558199420695275,0.29896281089908233,0.3757215542684131,0.27684657707389826,0.31041818786123626,0.11832227603517202,0.18131260727052775,0.7395794062609243,0.026030192919364318,0.5,0.344725364590432,0.05717659886724043,0.37619528369196714,0.0473226917644835,0.3433270321361059,0.3433270321361059,0.551978119475092,0.6987595396126979,0.09768766691580806,0.21130618655565556,0.6023087908600444,0.01177852619037521,0.28639459269461687,0.6890544337096525,0.08585244226168494,0.6499029478557801,0.04893494853808733,0.47953367397760555,0.0786633762470442,0.3120103650928884,0.05015689450293989,0.14201023982753974,1.0,0.3333333333333333,0.5774393909036267,0.029650386474121066,0.34353641107458477,0.18454879108193206,0.03970574650088277,0.2614600954978256,0.5175459700979549,0.019048793378667113,0.4583333333333333,0.27691942270280057,0.021739130434782608,0.3982505788525855,0.11917486101105633,0.30004427472466655,0.42181415398005667,0.7425631668899256,0.5369565217391304
